index,srv-geo_autoscaler_requested_pods,srv-geo_autoscaler_terminating_pods,srv-geo_autoscaler_actual_pods,srv-geo_activator_request_concurrency,srv-geo_autoscaler_desired_pods,srv-geo_autoscaler_stable_request_concurrency,srv-geo_autoscaler_panic_request_concurrency,srv-geo_autoscaler_target_concurrency_per_pod,srv-geo_autoscaler_excess_burst_capacity,srv-geo_container_cpu_usage_seconds_total,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total,srv-rate_autoscaler_requested_pods,srv-rate_autoscaler_terminating_pods,srv-rate_autoscaler_actual_pods,srv-rate_activator_request_concurrency,srv-rate_autoscaler_desired_pods,srv-rate_autoscaler_stable_request_concurrency,srv-rate_autoscaler_panic_request_concurrency,srv-rate_autoscaler_target_concurrency_per_pod,srv-rate_autoscaler_excess_burst_capacity,srv-rate_container_cpu_usage_seconds_total,srv-reservation_autoscaler_requested_pods,srv-reservation_autoscaler_terminating_pods,srv-reservation_autoscaler_actual_pods,srv-reservation_activator_request_concurrency,srv-reservation_autoscaler_desired_pods,srv-reservation_autoscaler_stable_request_concurrency,srv-reservation_autoscaler_panic_request_concurrency,srv-reservation_autoscaler_target_concurrency_per_pod,srv-reservation_autoscaler_excess_burst_capacity,srv-reservation_container_cpu_usage_seconds_total,srv-search_autoscaler_requested_pods,srv-search_autoscaler_terminating_pods,srv-search_autoscaler_actual_pods,srv-search_activator_request_concurrency,srv-search_autoscaler_desired_pods,srv-search_autoscaler_stable_request_concurrency,srv-search_autoscaler_panic_request_concurrency,srv-search_autoscaler_target_concurrency_per_pod,srv-search_autoscaler_excess_burst_capacity,srv-search_container_cpu_usage_seconds_total
1759424837,0.0,3.0,0.0,0.38964859740348706,0.0,0.0,0.0,7.0,-211.0,0.057458928694244314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2708.8602931652867,4.0,2791.447962,2731.510684,7.0,-2943.0,0.05245416271388449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2718.5351521151647,6.0,2767.288882,2707.337302,7.0,-2889.0,0.02223561258411845
1759424842,0.0,3.0,0.0,0.38964859740348706,0.0,0.0,0.0,7.0,-211.0,0.05048393413769263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2708.8602931652867,4.0,2791.447962,2731.510684,7.0,-2943.0,0.05367686524906167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2718.5351521151647,6.0,2767.288882,2707.337302,7.0,-2889.0,0.021489521295018698
1759424847,3.0,0.0,2.0,0.38964859740348706,3.0,0.063067,0.0,7.0,-191.0,0.07799460816877932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2708.8602931652867,4.0,3137.05132,3078.114383,7.0,-3290.0,0.05344548812680418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2718.5351521151647,6.0,3121.306356,3042.100056,7.0,-3224.0,0.02685144065310087
1759424852,3.0,0.0,2.0,0.38964859740348706,3.0,0.063067,0.0,7.0,-191.0,0.10246422889756639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2708.8602931652867,4.0,3137.05132,3078.114383,7.0,-3290.0,0.05324892333520914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2718.5351521151647,6.0,3121.306356,3042.100056,7.0,-3224.0,0.027924854938565974
1759424857,3.0,0.0,2.0,0.0,3.0,0.063067,0.0,7.0,-191.0,0.10843187299505186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2692.901309795901,4.0,3137.05132,3078.114383,7.0,-3290.0,0.05357182011150615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2692.6081616466086,6.0,3121.306356,3042.100056,7.0,-3224.0,0.027806014903581804
1759424862,3.0,0.0,2.0,0.0,3.0,0.063067,0.0,7.0,-191.0,0.10395812570659393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2692.901309795901,4.0,3137.05132,3078.114383,7.0,-3290.0,0.05309327176059222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2692.6081616466086,6.0,3121.306356,3042.100056,7.0,-3224.0,0.027037948975709263
1759424867,3.0,0.0,2.0,0.0,3.0,0.063067,0.0,7.0,-191.0,0.10423476515419677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2692.901309795901,4.0,3137.05132,3078.114383,7.0,-3290.0,0.050175553048776994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2692.6081616466086,6.0,3121.306356,3042.100056,7.0,-3224.0,0.028569253527039852
1759424872,3.0,0.0,2.0,0.0,3.0,0.063067,0.0,7.0,-191.0,0.09201369931398765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2692.901309795901,4.0,3137.05132,3078.114383,7.0,-3290.0,0.05395271247383353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2692.6081616466086,6.0,3121.306356,3042.100056,7.0,-3224.0,0.032833291245908745
1759424877,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.10606106362451813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2692.901309795901,4.0,3603.064558,3870.987879,7.0,-4082.0,0.05336654049571269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2692.6081616466086,6.0,3717.847694,3987.615653,7.0,-4169.0,0.04875616740368125
1759424882,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.14402426521667575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2692.901309795901,4.0,3603.064558,3870.987879,7.0,-4082.0,0.050267414123866865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2692.6081616466086,6.0,3717.847694,3987.615653,7.0,-4169.0,0.049822407367903596
1759424887,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.1420229045263013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,4309.097211118415,4.0,3603.064558,3870.987879,7.0,-4082.0,0.05314515361230227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,4306.7948200986375,6.0,3717.847694,3987.615653,7.0,-4169.0,0.05426277502328398
1759424892,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.14853661992377468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,4309.097211118415,4.0,3603.064558,3870.987879,7.0,-4082.0,0.05014298803155873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,4306.7948200986375,6.0,3717.847694,3987.615653,7.0,-4169.0,0.05387904800089067
1759424897,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.10646524887506888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,4309.097211118415,4.0,3603.064558,3870.987879,7.0,-4082.0,0.04836577008465846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,4306.7948200986375,6.0,3717.847694,3987.615653,7.0,-4169.0,0.057620987122666806
1759424897,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.07955452882717516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,4309.097211118415,4.0,3603.064558,3870.987879,7.0,-4082.0,0.052877539125840194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,4306.7948200986375,6.0,3717.847694,3987.615653,7.0,-4169.0,0.06172911087375101
1759424902,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.09031945365453652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,4309.097211118415,4.0,3603.064558,3870.987879,7.0,-4082.0,0.05251207329239591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,4306.7948200986375,6.0,3717.847694,3987.615653,7.0,-4169.0,0.06172911087375101
1759424907,3.0,3.0,1.0,0.0,3.0,1649.171687,2213.010976,7.0,-2415.0,0.10092145959530661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,4309.097211118415,3.0,190.692592,1.0,7.0,-212.0,0.04930467727500726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,4306.7948200986375,6.0,1549.113608,2958.408318,7.0,-3140.0,0.08695546776219244
1759424912,3.0,3.0,1.0,0.0,3.0,1649.171687,2213.010976,7.0,-2415.0,0.09577034814376582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,4309.097211118415,3.0,190.692592,1.0,7.0,-212.0,0.05280781947118712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,4306.7948200986375,6.0,1549.113608,2958.408318,7.0,-3140.0,0.1033193934917475
1759424917,3.0,3.0,1.0,0.4222126411149436,3.0,1649.171687,2213.010976,7.0,-2415.0,0.09790755863649717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,3392.1461125255532,3.0,190.692592,1.0,7.0,-212.0,0.050302423448048056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3393.4265583113774,6.0,1549.113608,2958.408318,7.0,-3140.0,0.10559798670723917
1759424922,3.0,3.0,1.0,0.4222126411149436,3.0,1649.171687,2213.010976,7.0,-2415.0,0.16376255940388776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,3392.1461125255532,3.0,190.692592,1.0,7.0,-212.0,0.05294521313700887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3393.4265583113774,6.0,1549.113608,2958.408318,7.0,-3140.0,0.10614133502422832
1759424927,3.0,3.0,1.0,0.4222126411149436,3.0,1649.171687,2213.010976,7.0,-2415.0,0.1193094419205903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,3392.1461125255532,3.0,190.692592,1.0,7.0,-212.0,0.05288406354189018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3393.4265583113774,6.0,1549.113608,2958.408318,7.0,-3140.0,0.09383636958943516
1759424932,3.0,3.0,1.0,0.4222126411149436,3.0,1649.171687,2213.010976,7.0,-2415.0,0.14747978374299295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,3392.1461125255532,3.0,190.692592,1.0,7.0,-212.0,0.050611308227669724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3393.4265583113774,6.0,1549.113608,2958.408318,7.0,-3140.0,0.08491693000645734
1759424937,0.0,3.0,0.0,0.4222126411149436,0.0,0.0,0.0,7.0,-211.0,0.11334081443895683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,3392.1461125255532,3.0,3242.302853,3152.306313,7.0,-3364.0,0.053281285228087935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3393.4265583113774,6.0,3206.077542,3115.883507,7.0,-3297.0,0.10028838203061712
1759424942,0.0,3.0,0.0,0.4222126411149436,0.0,0.0,0.0,7.0,-211.0,0.11142319822934954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,3392.1461125255532,3.0,3242.302853,3152.306313,7.0,-3364.0,0.053281285228087935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3393.4265583113774,6.0,3206.077542,3115.883507,7.0,-3297.0,0.08892525726152985
1759424947,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.12516499077726465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2958.414439275395,3.0,3242.302853,3152.306313,7.0,-3364.0,0.05360695252962291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2993.8250629010304,6.0,3206.077542,3115.883507,7.0,-3297.0,0.0777772609523445
1759424952,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.10653440775478142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2958.414439275395,3.0,3242.302853,3152.306313,7.0,-3364.0,0.04612705681902626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2993.8250629010304,6.0,3206.077542,3115.883507,7.0,-3297.0,0.040245021386761476
1759424957,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.11837381853883348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,0.0,2958.414439275395,3.0,3242.302853,3152.306313,7.0,-3364.0,0.04473963893601252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,2993.8250629010304,6.0,3206.077542,3115.883507,7.0,-3297.0,0.040245021386761476
1759424957,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.1318025094399218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,0.0,2958.414439275395,3.0,3242.302853,3152.306313,7.0,-3364.0,0.04932875426589364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,2993.8250629010304,6.0,3206.077542,3115.883507,7.0,-3297.0,0.03909940366948786
1759424962,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.1368608877488038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,0.0,2958.414439275395,3.0,3242.302853,3152.306313,7.0,-3364.0,0.05155078011501896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,2993.8250629010304,6.0,3206.077542,3115.883507,7.0,-3297.0,0.0394790648139082
1759424967,3.0,0.0,3.0,34.28847957846576,3.0,0.095775,0.020041,7.0,-182.0,0.1267334985344018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,0.0,2958.414439275395,3.0,3292.834511,3311.150348,7.0,-3523.0,0.04856585672604269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,2993.8250629010304,6.0,3302.349452,3314.187457,7.0,-3496.0,0.029187357930838494
1759424972,3.0,0.0,3.0,34.28847957846576,3.0,0.095775,0.020041,7.0,-182.0,0.1112077047594052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,0.0,2958.414439275395,3.0,3292.834511,3311.150348,7.0,-3523.0,0.05691318507744378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,2993.8250629010304,6.0,3302.349452,3314.187457,7.0,-3496.0,0.030755375931135323
1759424977,3.0,0.0,3.0,52.53785465619572,3.0,0.095775,0.020041,7.0,-182.0,0.09569634439663727,0.0,0.0,0.0,15.20242059540573,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,0.0,1838.3665619698643,3.0,3292.834511,3311.150348,7.0,-3523.0,0.053207433179251286,0.0,0.0,0.0,16.042185658701076,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,2056.657888555056,6.0,3302.349452,3314.187457,7.0,-3496.0,0.04002220835465012
1759424982,3.0,0.0,3.0,52.53785465619572,3.0,0.095775,0.020041,7.0,-182.0,0.093781818053924,0.0,0.0,0.0,15.20242059540573,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,0.0,1838.3665619698643,3.0,3292.834511,3311.150348,7.0,-3523.0,0.09897012247743421,0.0,0.0,0.0,16.042185658701076,0.0,0.0,0.0,7.0,-211.0,0.014857562063012517,3.0,0.0,3.0,2056.657888555056,6.0,3302.349452,3314.187457,7.0,-3496.0,0.04002220835465012
1759424987,3.0,0.0,3.0,52.53785465619572,3.0,0.095775,0.020041,7.0,-182.0,0.10501138642145934,0.0,0.0,0.0,15.20242059540573,0.0,0.0,0.0,7.0,-211.0,0.004443781322588897,3.0,0.0,0.0,1838.3665619698643,3.0,3292.834511,3311.150348,7.0,-3523.0,0.1289456021293761,0.0,0.0,0.0,16.042185658701076,0.0,0.0,0.0,7.0,-211.0,0.0320363018375086,3.0,0.0,3.0,2056.657888555056,6.0,3302.349452,3314.187457,7.0,-3496.0,0.12266598909430104
1759424992,3.0,0.0,3.0,52.53785465619572,3.0,0.095775,0.020041,7.0,-182.0,0.11878997246453353,0.0,0.0,0.0,15.20242059540573,0.0,0.0,0.0,7.0,-211.0,0.014671097285304423,3.0,0.0,0.0,1838.3665619698643,3.0,3292.834511,3311.150348,7.0,-3523.0,0.12318203854627442,0.0,0.0,0.0,16.042185658701076,0.0,0.0,0.0,7.0,-211.0,0.056252623693583775,3.0,0.0,3.0,2056.657888555056,6.0,3302.349452,3314.187457,7.0,-3496.0,0.15288833988701556
1759424997,3.0,0.0,3.0,52.53785465619572,1.0,0.0,0.0,7.0,-181.0,0.13022704173551516,0.0,2.0,1.0,15.20242059540573,0.0,0.0,0.0,7.0,-201.0,0.014955206174035738,3.0,0.0,0.0,1838.3665619698643,0.0,0.0,0.0,7.0,-211.0,0.14385907878107085,0.0,2.0,1.0,16.042185658701076,0.0,0.0,0.0,7.0,-201.0,0.05659723416534011,1.0,2.0,1.0,2056.657888555056,0.0,-1e-06,0.0,7.0,-201.0,0.1402017216292566
1759425002,3.0,0.0,3.0,52.53785465619572,1.0,0.0,0.0,7.0,-181.0,0.1409655539070781,0.0,2.0,1.0,15.20242059540573,0.0,0.0,0.0,7.0,-201.0,0.01764032275306457,3.0,0.0,0.0,1838.3665619698643,0.0,0.0,0.0,7.0,-211.0,0.13409016047384464,0.0,2.0,1.0,16.042185658701076,0.0,0.0,0.0,7.0,-201.0,0.040327782382812496,1.0,2.0,1.0,2056.657888555056,0.0,-1e-06,0.0,7.0,-201.0,0.13999618284699342
1759425007,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.08492101022051382,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.017360071419475744,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.1197881246304657,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.046329194889905445,1.0,2.0,1.0,,0.0,-1e-06,0.0,7.0,-201.0,0.14210359077511397
1759425012,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.0849210102205138,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.014595821157941282,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.11945321586748636,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.04771257948171713,1.0,2.0,1.0,,0.0,-1e-06,0.0,7.0,-201.0,0.1435032188926965
1759425017,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.07893982770400253,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.01571684940033058,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.1340009403128175,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.04592427631795835,1.0,2.0,1.0,,0.0,-1e-06,0.0,7.0,-201.0,0.11740045174108425
1759425017,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.07893982770400253,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.015744438938454616,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.11994555953191846,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.04067020537076164,1.0,2.0,1.0,,0.0,-1e-06,0.0,7.0,-201.0,0.11740045174108425
1759425022,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.07957959489575578,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.016010299978142403,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.11102376989866478,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.04482235535004515,1.0,2.0,1.0,,0.0,-1e-06,0.0,7.0,-201.0,0.12650051643243254
1759425027,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.20964158207343056,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.01563961170770709,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.08332680352242292,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.0465210785856324,3.0,1.0,3.0,,6.0,122.743679,0.0,7.0,-181.0,0.1995743692214646
1759425032,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.2477240405776452,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.002017281130014297,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.03081281774970132,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.00215833842133658,3.0,1.0,3.0,,6.0,122.743679,0.0,7.0,-181.0,0.1916031944930874
1759425037,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.28467048798838673,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.001988744670888298,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.031023717145873625,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.0020068302457763323,3.0,1.0,3.0,,6.0,122.743679,0.0,7.0,-181.0,0.3433639582188003
1759425042,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.3700949422942392,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.001741111701845323,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.027229078893103872,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.0018093510312367483,3.0,1.0,3.0,,6.0,122.743679,0.0,7.0,-181.0,0.44380695230375955
1759425047,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.39707802325721625,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.001530102171563322,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.03020450590171956,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.001556506909376896,3.0,1.0,3.0,,6.0,122.743679,0.0,7.0,-181.0,0.49319697383640543
1759425052,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.4914646794446225,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.0006960773541369082,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.032273530932790985,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.0013538191867597492,3.0,1.0,3.0,,6.0,122.743679,0.0,7.0,-181.0,0.5837710730241487
1759425057,3.0,0.0,3.0,,3.0,0.570834,0.0,7.0,-181.0,0.3997203799918801,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0006747438502442614,3.0,0.0,0.0,,3.0,4542.222208,0.0,7.0,-211.0,0.03342573725475355,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0012153311868787482,3.0,0.0,3.0,,6.0,4589.31299,0.0,7.0,-181.0,0.49902820470023085
1759425062,3.0,0.0,3.0,,3.0,0.570834,0.0,7.0,-181.0,0.40503804254548037,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0006747438502442614,3.0,0.0,0.0,,3.0,4542.222208,0.0,7.0,-211.0,0.03549247367182315,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.00045785845909306826,3.0,0.0,3.0,,6.0,4589.31299,0.0,7.0,-181.0,0.5348174515677089
1759425067,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.4601690685547227,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0006747438502442614,3.0,0.0,0.0,4903.400825416548,3.0,4542.222208,0.0,7.0,-211.0,0.03758528382915463,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0006522297630007081,3.0,0.0,3.0,4536.341888072094,6.0,4589.31299,0.0,7.0,-181.0,0.5530399424066177
1759425072,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.4058798482136473,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0007235974136241921,3.0,0.0,0.0,4903.400825416548,3.0,4542.222208,0.0,7.0,-211.0,0.039390710470209936,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.000652229763000708,3.0,0.0,3.0,4536.341888072094,6.0,4589.31299,0.0,7.0,-181.0,0.48207896169519326
1759425077,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.26535825943455105,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0005677285007510943,3.0,0.0,0.0,4903.400825416548,3.0,4542.222208,0.0,7.0,-211.0,0.041982541176053934,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0007486592259747818,3.0,0.0,3.0,4536.341888072094,6.0,4589.31299,0.0,7.0,-181.0,0.3187382375343919
1759425077,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.25569242611027626,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0005677285007510943,3.0,0.0,0.0,4903.400825416548,3.0,4542.222208,0.0,7.0,-211.0,0.04575447224259051,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0007486592259747818,3.0,0.0,3.0,4536.341888072094,6.0,4589.31299,0.0,7.0,-181.0,0.2844840405432374
1759425082,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.23928734971255647,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0005074287162824116,3.0,0.0,0.0,4903.400825416548,3.0,4542.222208,0.0,7.0,-211.0,0.04556297820559558,0.0,1.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0006091060268396409,3.0,0.0,3.0,4536.341888072094,6.0,4589.31299,0.0,7.0,-181.0,0.27695186164416435
