index,srv-geo_autoscaler_requested_pods,srv-geo_autoscaler_terminating_pods,srv-geo_autoscaler_actual_pods,srv-geo_autoscaler_desired_pods,srv-geo_autoscaler_stable_request_concurrency,srv-geo_autoscaler_panic_request_concurrency,srv-geo_autoscaler_target_concurrency_per_pod,srv-geo_autoscaler_excess_burst_capacity,srv-geo_container_cpu_usage_seconds_total,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total,srv-rate_autoscaler_requested_pods,srv-rate_autoscaler_terminating_pods,srv-rate_autoscaler_actual_pods,srv-rate_autoscaler_desired_pods,srv-rate_autoscaler_stable_request_concurrency,srv-rate_autoscaler_panic_request_concurrency,srv-rate_autoscaler_target_concurrency_per_pod,srv-rate_autoscaler_excess_burst_capacity,srv-rate_container_cpu_usage_seconds_total,srv-recommendation_autoscaler_requested_pods,srv-recommendation_autoscaler_terminating_pods,srv-recommendation_autoscaler_actual_pods,srv-recommendation_autoscaler_desired_pods,srv-recommendation_autoscaler_stable_request_concurrency,srv-recommendation_autoscaler_panic_request_concurrency,srv-recommendation_autoscaler_target_concurrency_per_pod,srv-recommendation_autoscaler_excess_burst_capacity,srv-recommendation_container_cpu_usage_seconds_total,srv-reservation_autoscaler_requested_pods,srv-reservation_autoscaler_terminating_pods,srv-reservation_autoscaler_actual_pods,srv-reservation_autoscaler_desired_pods,srv-reservation_autoscaler_stable_request_concurrency,srv-reservation_autoscaler_panic_request_concurrency,srv-reservation_autoscaler_target_concurrency_per_pod,srv-reservation_autoscaler_excess_burst_capacity,srv-reservation_container_cpu_usage_seconds_total,srv-search_autoscaler_requested_pods,srv-search_autoscaler_terminating_pods,srv-search_autoscaler_actual_pods,srv-search_autoscaler_desired_pods,srv-search_autoscaler_stable_request_concurrency,srv-search_autoscaler_panic_request_concurrency,srv-search_autoscaler_target_concurrency_per_pod,srv-search_autoscaler_excess_burst_capacity,srv-search_container_cpu_usage_seconds_total
1759619465,3.0,0.0,3.0,3.0,3.870455,0.0,7.0,-181.0,0.23270231498150895,3.0,0.0,3.0,3.0,9.480846,0.0,7.0,-181.0,0.24152289856362405,1.0,4.0,0.0,0.0,0.0,0.0,7.0,-201.0,0.2139303425262641,3.0,0.0,3.0,3.0,0.759596,1.931033,35.0,-63.0,0.1640133782936828,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,15.0,108.394095,0.0,7.0,-181.0,0.4561084022470232
1759619470,3.0,0.0,3.0,3.0,3.870455,0.0,7.0,-181.0,0.23369737654607264,3.0,0.0,3.0,3.0,9.480846,0.0,7.0,-181.0,0.2553822197105582,1.0,4.0,0.0,0.0,0.0,0.0,7.0,-201.0,0.1911644300645001,3.0,0.0,3.0,3.0,0.759596,1.931033,35.0,-63.0,0.17171309656904782,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,15.0,108.394095,0.0,7.0,-181.0,0.4701540123885307
1759619475,3.0,0.0,3.0,3.0,3.870455,0.0,7.0,-181.0,0.2519370385018759,3.0,0.0,3.0,3.0,9.480846,0.0,7.0,-181.0,0.2575502543393033,1.0,4.0,0.0,0.0,0.0,0.0,7.0,-201.0,0.2618430827645977,3.0,0.0,3.0,3.0,0.759596,1.931033,35.0,-63.0,0.17092386028945725,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,15.0,108.394095,0.0,7.0,-181.0,0.46240475094506595
1759619480,3.0,0.0,3.0,3.0,3.870455,0.0,7.0,-181.0,0.23331253144123976,3.0,0.0,3.0,3.0,9.480846,0.0,7.0,-181.0,0.2454996847144125,1.0,4.0,0.0,0.0,0.0,0.0,7.0,-201.0,0.30607725318332574,3.0,0.0,3.0,3.0,0.759596,1.931033,35.0,-63.0,0.16637561133144138,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,15.0,108.394095,0.0,7.0,-181.0,0.46735973052569457
1759619485,3.0,0.0,3.0,3.0,3.870455,0.0,7.0,-181.0,0.2131060137907439,3.0,0.0,3.0,3.0,9.480846,0.0,7.0,-181.0,0.25994987623971594,1.0,4.0,0.0,0.0,0.0,0.0,7.0,-201.0,0.2745237561791053,3.0,0.0,3.0,3.0,0.759596,1.931033,35.0,-63.0,0.14992029076779784,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,,3.0,0.0,3.0,15.0,108.394095,0.0,7.0,-181.0,0.40153653515483645
1759619485,3.0,0.0,3.0,3.0,3.870455,0.0,7.0,-181.0,0.25965065843798374,3.0,0.0,3.0,3.0,9.480846,0.0,7.0,-181.0,0.25994987623971594,1.0,4.0,0.0,0.0,0.0,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,0.759596,1.931033,35.0,-63.0,0.16833691568750156,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,108.394095,0.0,7.0,-181.0,0.4831262643853824
1759619490,3.0,0.0,3.0,3.0,3.204519,0.0,7.0,-181.0,0.26953711627625615,3.0,0.0,3.0,3.0,2.676336,0.0,7.0,-181.0,0.25298869607569907,3.0,2.0,1.0,9.0,62.757245,0.0,7.0,-191.0,,3.0,0.0,3.0,3.0,1.376462,1.892397,35.0,-63.0,0.17522404527404606,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,349.028821,0.0,7.0,-181.0,0.48586740628490255
1759619495,3.0,0.0,3.0,3.0,3.204519,0.0,7.0,-181.0,0.24909749654899038,3.0,0.0,3.0,3.0,2.676336,0.0,7.0,-181.0,0.2671103269617109,3.0,2.0,1.0,9.0,62.757245,0.0,7.0,-191.0,,3.0,0.0,3.0,3.0,1.376462,1.892397,35.0,-63.0,0.17659574023797023,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,349.028821,0.0,7.0,-181.0,0.4815854658285582
1759619500,3.0,0.0,3.0,3.0,3.204519,0.0,7.0,-181.0,0.26861263892106146,3.0,0.0,3.0,3.0,2.676336,0.0,7.0,-181.0,0.25372149002621774,3.0,2.0,1.0,9.0,62.757245,0.0,7.0,-191.0,0.0008476594973573509,3.0,0.0,3.0,3.0,1.376462,1.892397,35.0,-63.0,0.1667915999476193,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,349.028821,0.0,7.0,-181.0,0.459948397078044
1759619505,3.0,0.0,3.0,3.0,3.204519,0.0,7.0,-181.0,0.2676239652921276,3.0,0.0,3.0,3.0,2.676336,0.0,7.0,-181.0,0.2606579835725208,3.0,2.0,1.0,9.0,62.757245,0.0,7.0,-191.0,0.0009803717182612446,3.0,0.0,3.0,3.0,1.376462,1.892397,35.0,-63.0,0.1687393092237446,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,349.028821,0.0,7.0,-181.0,0.4839212835488356
1759619510,3.0,0.0,3.0,3.0,3.204519,0.0,7.0,-181.0,0.2650829626131306,3.0,0.0,3.0,3.0,2.676336,0.0,7.0,-181.0,0.2606579835725208,3.0,2.0,1.0,9.0,62.757245,0.0,7.0,-191.0,0.0011130839391651384,3.0,0.0,3.0,3.0,1.376462,1.892397,35.0,-63.0,0.17774388445905012,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,349.028821,0.0,7.0,-181.0,0.48392128354883557
1759619515,3.0,0.0,3.0,3.0,3.204519,0.0,7.0,-181.0,0.2615526869382544,3.0,0.0,3.0,3.0,2.676336,0.0,7.0,-181.0,0.24552670030046764,3.0,2.0,1.0,9.0,62.757245,0.0,7.0,-191.0,0.0012457961600690324,3.0,0.0,3.0,3.0,1.376462,1.892397,35.0,-63.0,0.17451795476650078,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,349.028821,0.0,7.0,-181.0,0.481026255877583
1759619520,3.0,0.0,3.0,3.0,0.978949,0.0,7.0,-181.0,0.24522528763295415,3.0,0.0,3.0,3.0,1.09211,0.0,7.0,-181.0,0.2487090384307032,3.0,2.0,1.0,5.0,288.217192,0.0,7.0,-201.0,0.0010972916666666666,3.0,0.0,3.0,3.0,1.190936,0.571976,35.0,-62.0,0.16858184861463832,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,632.080383,0.0,7.0,-181.0,0.4723878220529049
1759619525,3.0,0.0,3.0,3.0,0.978949,0.0,7.0,-181.0,0.24468455897567126,3.0,0.0,3.0,3.0,1.09211,0.0,7.0,-181.0,0.24713160564199088,3.0,2.0,1.0,5.0,288.217192,0.0,7.0,-201.0,0.0010656260489699061,3.0,0.0,3.0,3.0,1.190936,0.571976,35.0,-62.0,0.16999111913615556,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,632.080383,0.0,7.0,-181.0,0.43454272695656593
1759619530,3.0,0.0,3.0,3.0,0.978949,0.0,7.0,-181.0,0.24208738302756377,3.0,0.0,3.0,3.0,1.09211,0.0,7.0,-181.0,0.24777188809884215,3.0,2.0,1.0,5.0,288.217192,0.0,7.0,-201.0,0.0009329138280660122,3.0,0.0,3.0,3.0,1.190936,0.571976,35.0,-62.0,0.17333574745109803,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,632.080383,0.0,7.0,-181.0,0.4865985643127122
1759619535,3.0,0.0,3.0,3.0,0.978949,0.0,7.0,-181.0,0.23852919993755572,3.0,0.0,3.0,3.0,1.09211,0.0,7.0,-181.0,0.23621878943383207,3.0,2.0,1.0,5.0,288.217192,0.0,7.0,-201.0,0.0008002016071621184,3.0,0.0,3.0,3.0,1.190936,0.571976,35.0,-62.0,0.1738037945695951,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,632.080383,0.0,7.0,-181.0,0.4779906201677962
1759619540,3.0,0.0,3.0,3.0,0.978949,0.0,7.0,-181.0,0.18652967164085224,3.0,0.0,3.0,3.0,1.09211,0.0,7.0,-181.0,0.25286863663262243,3.0,2.0,1.0,5.0,288.217192,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,1.190936,0.571976,35.0,-62.0,0.1738037945695951,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,632.080383,0.0,7.0,-181.0,0.47379298978955475
1759619545,3.0,0.0,3.0,3.0,0.978949,0.0,7.0,-181.0,0.18019141232423677,3.0,0.0,3.0,3.0,1.09211,0.0,7.0,-181.0,0.2399500020081427,3.0,2.0,1.0,5.0,288.217192,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,1.190936,0.571976,35.0,-62.0,0.14895297116613768,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,632.080383,0.0,7.0,-181.0,0.379806667819525
1759619545,3.0,0.0,3.0,3.0,0.978949,0.0,7.0,-181.0,0.23173441844977727,3.0,0.0,3.0,3.0,1.09211,0.0,7.0,-181.0,0.24980641158380823,3.0,2.0,1.0,5.0,288.217192,0.0,7.0,-201.0,0.0006984216242295644,3.0,0.0,3.0,3.0,1.190936,0.571976,35.0,-62.0,0.1470552655784858,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,632.080383,0.0,7.0,-181.0,0.42292252838334515
1759619550,3.0,0.0,3.0,3.0,2.475015,0.0,7.0,-181.0,0.22750068822088537,3.0,0.0,3.0,3.0,2.116772,0.0,7.0,-181.0,0.24041974442480935,3.0,2.0,0.0,5.0,243.243879,0.0,7.0,-211.0,0.0008331038511670202,3.0,0.0,3.0,3.0,0.749996,0.778894,35.0,-62.0,0.15685410679745646,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,535.082888,0.0,7.0,-181.0,0.4713750876950594
1759619555,3.0,0.0,3.0,3.0,2.475015,0.0,7.0,-181.0,0.2275413293711011,3.0,0.0,3.0,3.0,2.116772,0.0,7.0,-181.0,0.24136284745531167,3.0,2.0,0.0,5.0,243.243879,0.0,7.0,-211.0,0.0009677860781044758,3.0,0.0,3.0,3.0,0.749996,0.778894,35.0,-62.0,0.16589659518710895,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,535.082888,0.0,7.0,-181.0,0.4713750876950594
1759619560,3.0,0.0,3.0,3.0,2.475015,0.0,7.0,-181.0,0.2235184714781618,3.0,0.0,3.0,3.0,2.116772,0.0,7.0,-181.0,0.23494477086948082,3.0,2.0,0.0,5.0,243.243879,0.0,7.0,-211.0,0.0011024683050419317,3.0,0.0,3.0,3.0,0.749996,0.778894,35.0,-62.0,0.16696368632189754,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,535.082888,0.0,7.0,-181.0,0.47157342050360973
1759619565,3.0,0.0,3.0,3.0,2.475015,0.0,7.0,-181.0,0.22450069667845146,3.0,0.0,3.0,3.0,2.116772,0.0,7.0,-181.0,0.24552041058772323,3.0,2.0,0.0,5.0,243.243879,0.0,7.0,-211.0,0.001539103741708126,3.0,0.0,3.0,3.0,0.749996,0.778894,35.0,-62.0,0.17160793008589362,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,535.082888,0.0,7.0,-181.0,0.4726274261253359
1759619570,3.0,0.0,3.0,3.0,2.475015,0.0,7.0,-181.0,0.22266589732682257,3.0,0.0,3.0,3.0,2.116772,0.0,7.0,-181.0,0.24344196855687278,3.0,2.0,0.0,5.0,243.243879,0.0,7.0,-211.0,0.0017692876850864722,3.0,0.0,3.0,3.0,0.749996,0.778894,35.0,-62.0,0.17297475804469287,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,535.082888,0.0,7.0,-181.0,0.4674344949187034
1759619575,3.0,0.0,3.0,3.0,2.475015,0.0,7.0,-181.0,0.22697639583165238,3.0,0.0,3.0,3.0,2.116772,0.0,7.0,-181.0,0.24908662517630792,3.0,2.0,0.0,5.0,243.243879,0.0,7.0,-211.0,0.0019469632951314853,3.0,0.0,3.0,3.0,0.749996,0.778894,35.0,-62.0,0.16904313310348687,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,535.082888,0.0,7.0,-181.0,0.44629033557620557
1759619580,3.0,0.0,3.0,3.0,1.163369,0.0,7.0,-181.0,0.22697639583165236,3.0,0.0,3.0,3.0,2.01699,0.0,7.0,-181.0,0.23239664152085687,3.0,2.0,0.0,5.0,1354.963879,0.0,7.0,-211.0,0.0016635895104577143,3.0,0.0,3.0,3.0,0.791631,0.684827,35.0,-62.0,0.16747494473864138,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,10.0,65.725118,0.0,7.0,-181.0,0.4744840502780826
1759619585,3.0,0.0,3.0,3.0,1.163369,0.0,7.0,-181.0,0.2383036283021144,3.0,0.0,3.0,3.0,2.01699,0.0,7.0,-181.0,0.24151841379863065,3.0,2.0,0.0,5.0,1354.963879,0.0,7.0,-211.0,0.0015289072835202584,3.0,0.0,3.0,3.0,0.791631,0.684827,35.0,-62.0,0.1581555226200273,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,10.0,65.725118,0.0,7.0,-181.0,0.4438871242522209
1759619590,3.0,0.0,3.0,3.0,1.163369,0.0,7.0,-181.0,0.24593218202040001,3.0,0.0,3.0,3.0,2.01699,0.0,7.0,-181.0,0.23240399148541702,3.0,2.0,0.0,5.0,1354.963879,0.0,7.0,-211.0,0.0007999666666666667,3.0,0.0,3.0,3.0,0.791631,0.684827,35.0,-62.0,0.1601521903168153,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,10.0,65.725118,0.0,7.0,-181.0,0.4636371765057657
1759619595,3.0,0.0,3.0,3.0,1.163369,0.0,7.0,-181.0,0.24593218202040001,3.0,0.0,3.0,3.0,2.01699,0.0,7.0,-181.0,0.24942412347442233,3.0,2.0,0.0,5.0,1354.963879,0.0,7.0,-211.0,0.0007999666666666667,3.0,0.0,3.0,3.0,0.791631,0.684827,35.0,-62.0,0.16810724376914932,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,10.0,65.725118,0.0,7.0,-181.0,0.48711340721011037
1759619600,3.0,0.0,3.0,3.0,1.163369,0.0,7.0,-181.0,0.2512755428665445,3.0,0.0,3.0,3.0,2.01699,0.0,7.0,-181.0,0.2495687622380915,3.0,2.0,0.0,5.0,1354.963879,0.0,7.0,-211.0,0.0008591416666666666,3.0,0.0,3.0,3.0,0.791631,0.684827,35.0,-62.0,0.15870626265872748,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,10.0,65.725118,0.0,7.0,-181.0,0.48711340721011037
1759619605,3.0,0.0,3.0,3.0,1.163369,0.0,7.0,-181.0,0.21725210342256496,3.0,0.0,3.0,3.0,2.01699,0.0,7.0,-181.0,0.23066610100704027,3.0,2.0,0.0,5.0,1354.963879,0.0,7.0,-211.0,0.0008591416666666666,3.0,0.0,3.0,3.0,0.791631,0.684827,35.0,-62.0,0.13318880413910408,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,10.0,65.725118,0.0,7.0,-181.0,0.48034892556295344
1759619605,3.0,0.0,3.0,3.0,1.163369,0.0,7.0,-181.0,0.2564688955342996,3.0,0.0,3.0,3.0,2.01699,0.0,7.0,-181.0,0.23066610100704027,3.0,2.0,0.0,5.0,1354.963879,0.0,7.0,-211.0,0.0008591416666666666,3.0,0.0,3.0,3.0,0.791631,0.684827,35.0,-62.0,0.17544101859863753,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,10.0,65.725118,0.0,7.0,-181.0,0.48202425603716703
1759619610,3.0,0.0,3.0,3.0,1.623777,0.0,7.0,-181.0,0.2436719490003319,3.0,0.0,3.0,3.0,2.117775,0.0,7.0,-181.0,0.24476683016228026,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.000682523088426913,3.0,0.0,3.0,3.0,0.817031,0.820117,35.0,-62.0,0.17492127766429072,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3.0,20.851454,0.0,7.0,-181.0,0.5173194993077626
1759619615,3.0,0.0,3.0,3.0,1.623777,0.0,7.0,-181.0,0.2538468603825175,3.0,0.0,3.0,3.0,2.117775,0.0,7.0,-181.0,0.24271593401262567,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,0.817031,0.820117,35.0,-62.0,0.16809184201568483,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3.0,20.851454,0.0,7.0,-181.0,0.4886732639502144
1759619620,3.0,0.0,3.0,3.0,1.623777,0.0,7.0,-181.0,0.2630778221649438,3.0,0.0,3.0,3.0,2.117775,0.0,7.0,-181.0,0.27092588238852666,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,0.817031,0.820117,35.0,-62.0,0.17833323856891078,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3.0,20.851454,0.0,7.0,-181.0,0.516025411573091
1759619625,3.0,0.0,3.0,3.0,1.623777,0.0,7.0,-181.0,0.26083835040545306,3.0,0.0,3.0,3.0,2.117775,0.0,7.0,-181.0,0.2676902051632798,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,0.817031,0.820117,35.0,-62.0,0.17789038027167564,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3.0,20.851454,0.0,7.0,-181.0,0.5205177176422827
1759619630,3.0,0.0,3.0,3.0,1.623777,0.0,7.0,-181.0,0.2479676854725562,3.0,0.0,3.0,3.0,2.117775,0.0,7.0,-181.0,0.264898908101103,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,0.817031,0.820117,35.0,-62.0,0.16761161790632834,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3.0,20.851454,0.0,7.0,-181.0,0.5091982818430896
1759619635,3.0,0.0,3.0,3.0,1.623777,0.0,7.0,-181.0,0.2605031219375483,3.0,0.0,3.0,3.0,2.117775,0.0,7.0,-181.0,0.2738823716595588,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,0.817031,0.820117,35.0,-62.0,0.18315743462652845,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,3.0,20.851454,0.0,7.0,-181.0,0.4794879302828181
1759619640,3.0,0.0,3.0,3.0,1.762778,0.0,7.0,-181.0,0.248501398275089,3.0,0.0,3.0,3.0,2.481809,0.0,7.0,-181.0,0.26976716682359886,3.0,2.0,0.0,5.0,32.270617,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,0.691659,0.803624,35.0,-62.0,0.18343215902159588,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,9.0,59.871369,0.0,7.0,-181.0,0.4843604001037818
1759619645,3.0,0.0,3.0,3.0,1.762778,0.0,7.0,-181.0,0.25943181864482473,3.0,0.0,3.0,3.0,2.481809,0.0,7.0,-181.0,0.27428236463637407,3.0,2.0,0.0,5.0,32.270617,0.0,7.0,-201.0,,3.0,0.0,3.0,3.0,0.691659,0.803624,35.0,-62.0,0.17980293547379864,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,9.0,59.871369,0.0,7.0,-181.0,0.5075561464748409
1759619650,3.0,0.0,3.0,3.0,1.762778,0.0,7.0,-181.0,0.24026166490644899,3.0,0.0,3.0,3.0,2.481809,0.0,7.0,-181.0,0.26665395943836595,3.0,2.0,0.0,5.0,32.270617,0.0,7.0,-201.0,0.0005848120295224653,3.0,0.0,3.0,3.0,0.691659,0.803624,35.0,-62.0,0.16467103878775644,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,9.0,59.871369,0.0,7.0,-181.0,0.5045489635265034
1759619655,3.0,0.0,3.0,3.0,1.762778,0.0,7.0,-181.0,0.2600530312237132,3.0,0.0,3.0,3.0,2.481809,0.0,7.0,-181.0,0.24699328977161816,3.0,2.0,0.0,5.0,32.270617,0.0,7.0,-201.0,0.000696918004587156,3.0,0.0,3.0,3.0,0.691659,0.803624,35.0,-62.0,0.1661335276217801,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,9.0,59.871369,0.0,7.0,-181.0,0.5091028891775745
1759619660,3.0,0.0,3.0,3.0,1.762778,0.0,7.0,-181.0,0.2613615170532814,3.0,0.0,3.0,3.0,2.481809,0.0,7.0,-181.0,0.26653251187872024,3.0,2.0,0.0,5.0,32.270617,0.0,7.0,-201.0,0.0008090239796518467,3.0,0.0,3.0,3.0,0.691659,0.803624,35.0,-62.0,0.17725196370404672,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,9.0,59.871369,0.0,7.0,-181.0,0.48380871954911375
1759619665,3.0,0.0,3.0,3.0,1.762778,0.0,7.0,-181.0,0.26417570111796673,3.0,0.0,3.0,3.0,2.481809,0.0,7.0,-181.0,0.25186740761535,3.0,2.0,0.0,5.0,32.270617,0.0,7.0,-201.0,0.0009211299547165372,3.0,0.0,3.0,3.0,0.691659,0.803624,35.0,-62.0,0.17720331550786908,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,9.0,59.871369,0.0,7.0,-181.0,0.5062527812729167
1759619665,3.0,0.0,3.0,3.0,1.762778,0.0,7.0,-181.0,0.26417570111796673,3.0,0.0,3.0,3.0,2.481809,0.0,7.0,-181.0,0.25186740761535,3.0,2.0,0.0,5.0,32.270617,0.0,7.0,-201.0,0.0009211299547165372,3.0,0.0,3.0,3.0,0.691659,0.803624,35.0,-62.0,0.17920137221928908,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,9.0,59.871369,0.0,7.0,-181.0,0.5086258138444281
1759619670,3.0,0.0,3.0,3.0,2.402749,0.0,7.0,-181.0,0.2707260174024703,3.0,0.0,3.0,3.0,1.691909,0.0,7.0,-181.0,0.2733427491925135,3.0,0.0,1.0,5.0,390.523775,0.0,7.0,-211.0,0.0007625,3.0,0.0,3.0,3.0,0.932189,0.984909,35.0,-62.0,0.1757070841863494,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,584.44157,0.0,7.0,-181.0,0.4861954366578948
1759619675,3.0,0.0,3.0,3.0,2.402749,0.0,7.0,-181.0,0.26831489614431353,3.0,0.0,3.0,3.0,1.691909,0.0,7.0,-181.0,0.27474492079995994,3.0,0.0,1.0,5.0,390.523775,0.0,7.0,-211.0,0.0008532750000000003,3.0,0.0,3.0,3.0,0.932189,0.984909,35.0,-62.0,0.18470623538609499,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,584.44157,0.0,7.0,-181.0,0.5028142317796969
1759619680,3.0,0.0,3.0,3.0,2.402749,0.0,7.0,-181.0,0.2681357010236431,3.0,0.0,3.0,3.0,1.691909,0.0,7.0,-181.0,0.27018356656564735,3.0,0.0,1.0,5.0,390.523775,0.0,7.0,-211.0,0.0008503238208656789,3.0,0.0,3.0,3.0,0.932189,0.984909,35.0,-62.0,0.17263242870824405,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,584.44157,0.0,7.0,-181.0,0.513330854134697
1759619685,3.0,0.0,3.0,3.0,2.402749,0.0,7.0,-181.0,0.2601565215837721,3.0,0.0,3.0,3.0,1.691909,0.0,7.0,-181.0,0.27462343803220124,3.0,0.0,1.0,5.0,390.523775,0.0,7.0,-211.0,0.0007382178458009882,3.0,0.0,3.0,3.0,0.932189,0.984909,35.0,-62.0,0.1852364421934199,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,584.44157,0.0,7.0,-181.0,0.4917614343271517
1759619690,3.0,0.0,3.0,3.0,2.402749,0.0,7.0,-181.0,0.2755183842207105,3.0,0.0,3.0,3.0,1.691909,0.0,7.0,-181.0,0.2789882998513386,3.0,0.0,1.0,5.0,390.523775,0.0,7.0,-211.0,0.0006261118707362975,3.0,0.0,3.0,3.0,0.932189,0.984909,35.0,-62.0,0.17882350805634145,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,584.44157,0.0,7.0,-181.0,0.4548851544493677
1759619695,3.0,0.0,3.0,3.0,2.402749,0.0,7.0,-181.0,0.22575806890241,3.0,0.0,3.0,3.0,1.691909,0.0,7.0,-181.0,0.28408304468012796,3.0,0.0,1.0,5.0,390.523775,0.0,7.0,-211.0,,3.0,0.0,3.0,3.0,0.932189,0.984909,35.0,-62.0,0.19148319427124247,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,3.0,0.0,3.0,15.0,584.44157,0.0,7.0,-181.0,0.4831752787050685
